ID,EMPRESA,ANO,DISTRIBUICAO_DO_VALOR_ADICIONADO,RECEITAS,RESULTADO_FINANCEIRO,DESPESAS_RECEITAS_OPERACIONAIS,CUSTO_DOS_BENS_OU_SERVICOS_VENDIDOS,IMPOSTOS_ESTADUAIS,RECEITA_VENDAS_BENS_OU_SERVICOS
230,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,2019,351529.0,567302.0,-38146.0,54303.0,-2162.0,13.0,128034.0
230,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,2020,352200.0,488418.0,-15056.0,110911.0,-1699.0,0.0,141537.0
231,BEMOBI MOBILE TECH S.A.,2020,120956.0,197307.0,-3721.0,-39532.0,-69909.0,0.0,171546.0
232,ELFA MEDICAMENTOS S.A.,2019,243244.0,1998746.0,-27322.0,-137679.0,-1635593.0,97757.0,1831462.0
232,ELFA MEDICAMENTOS S.A.,2020,446448.0,3122244.0,-16559.0,-305662.0,-2534069.0,255908.0,2875973.0
233,INBRANDS S.A.,2011,183369.0,433215.0,14894.0,-202504.0,-129888.0,42890.0,345681.0
233,INBRANDS S.A.,2012,413862.0,1010337.0,-40964.0,-418325.0,-334116.0,95728.0,779890.0
233,INBRANDS S.A.,2013,561065.0,1139137.0,-73324.0,-453196.0,-343559.0,117232.0,905939.0
233,INBRANDS S.A.,2014,557780.0,1160280.0,-89130.0,-442150.0,-361376.0,94859.0,928535.0
233,INBRANDS S.A.,2015,558095.0,1154673.0,-96110.0,-462758.0,-357184.0,93733.0,913203.0
233,INBRANDS S.A.,2016,433319.0,1052211.0,-135803.0,-495148.0,-328197.0,72351.0,825695.0
233,INBRANDS S.A.,2017,345266.0,876323.0,-104241.0,-500428.0,-241458.0,69388.0,714173.0
233,INBRANDS S.A.,2018,371397.0,808353.0,-77660.0,-433661.0,-217270.0,66574.0,669841.0
233,INBRANDS S.A.,2019,375786.0,705039.0,-31660.0,-333319.0,-177540.0,65602.0,572239.0
233,INBRANDS S.A.,2020,102681.0,361686.0,-50595.0,-275375.0,-93245.0,30822.0,300708.0
234,MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.,2020,128708.0,262474.0,-4167.0,-150639.0,-18207.0,0.0,231316.0
235,OSX BRASIL S.A.,2009,-35458.0,0.0,-80.0,-36577.0,0.0,0.0,0.0
235,OSX BRASIL S.A.,2010,125938.0,138776.0,62275.0,-172722.0,-8267.0,8.0,8834.0
235,OSX BRASIL S.A.,2011,268562.0,479474.0,136942.0,-188381.0,-81460.0,20.0,144233.0
235,OSX BRASIL S.A.,2012,96438.0,448870.0,-15937.0,-208705.0,-260130.0,269.0,433773.0
235,OSX BRASIL S.A.,2013,-2171798.0,615683.0,-42922.0,-2736337.0,-303678.0,73.0,745123.0
235,OSX BRASIL S.A.,2014,-3782690.0,751997.0,-344197.0,-4107819.0,-549097.0,3.0,731084.0
235,OSX BRASIL S.A.,2015,37516.0,106635.0,-784617.0,315621.0,-338097.0,4.0,414197.0
235,OSX BRASIL S.A.,2016,-904258.0,-1572.0,-481871.0,-957715.0,-7330.0,2334.0,1093.0
235,OSX BRASIL S.A.,2017,-64837.0,11109.0,-418924.0,-94362.0,0.0,542.0,10629.0
235,OSX BRASIL S.A.,2018,-57727.0,9610.0,-360308.0,-75991.0,0.0,531.0,9060.0
235,OSX BRASIL S.A.,2019,-196666.0,13237.0,-357819.0,-222817.0,0.0,553.0,12013.0
235,OSX BRASIL S.A.,2020,-575186.0,11054.0,-320060.0,-591288.0,0.0,142.0,10031.0
236,OCEANPACT SERVIÇOS MARITIMOS S.A.,2019,291029.0,501376.0,-27936.0,-39146.0,-363399.0,0.0,443215.0
236,OCEANPACT SERVIÇOS MARITIMOS S.A.,2020,482936.0,743943.0,-103344.0,-54090.0,-517428.0,0.0,642582.0
237,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,2020,121810.0,393246.0,5852.0,-87282.0,-227363.0,0.0,384273.0
238,OMEGA GERAÇÃO S.A.,2009,1325.0,785.0,-244.0,-5556.0,0.0,0.0,0.0
238,OMEGA GERAÇÃO S.A.,2010,-2747.0,4984.0,-799.0,-21733.0,-1271.0,356.0,4188.0
238,OMEGA GERAÇÃO S.A.,2011,12086.0,18202.0,-2300.0,-16851.0,-1911.0,0.0,18202.0
238,OMEGA GERAÇÃO S.A.,2012,27569.0,45124.0,-3341.0,-32307.0,-11475.0,0.0,38903.0
238,OMEGA GERAÇÃO S.A.,2013,17376.0,53104.0,-1239.0,-32508.0,-28704.0,0.0,48642.0
238,OMEGA GERAÇÃO S.A.,2014,56499.0,123292.0,-13553.0,-14570.0,-64166.0,0.0,114453.0
238,OMEGA GERAÇÃO S.A.,2015,58103.0,143223.0,-31494.0,-14317.0,-84449.0,0.0,143223.0
238,OMEGA GERAÇÃO S.A.,2016,98802.0,209505.0,-35696.0,-6813.0,-117356.0,0.0,194982.0
238,OMEGA GERAÇÃO S.A.,2017,300467.0,593845.0,-100822.0,31916.0,-345328.0,0.0,546114.0
238,OMEGA GERAÇÃO S.A.,2018,359381.0,797475.0,-197392.0,-27411.0,-441737.0,0.0,742023.0
238,OMEGA GERAÇÃO S.A.,2019,472874.0,1089083.0,-320299.0,-11299.0,-616958.0,0.0,1014375.0
238,OMEGA GERAÇÃO S.A.,2020,581022.0,1261954.0,-417718.0,116921.0,-695184.0,0.0,1102141.0
239,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2020,4979983.0,5387878.0,-48620.0,-476353.0,-4001002.0,5836.0,4942186.0
240,YUNY INCORPORADORA HOLDING S.A.,2020,26555.0,110893.0,-4559.0,-16744.0,-69816.0,0.0,99789.0
241,ANIMA HOLDING S.A.,2012,246415.0,393925.0,-11482.0,-98348.0,-190502.0,5.0,323689.0
241,ANIMA HOLDING S.A.,2013,373148.0,577891.0,-7983.0,-165492.0,-255899.0,6.0,461292.0
241,ANIMA HOLDING S.A.,2014,588753.0,903417.0,16502.0,-200900.0,-371044.0,5.0,693506.0
241,ANIMA HOLDING S.A.,2015,670761.0,845183.0,-11202.0,-294333.0,-492616.0,6.0,856620.0
241,ANIMA HOLDING S.A.,2016,834179.0,946941.0,-36771.0,-292762.0,-611583.0,697.0,960434.0
241,ANIMA HOLDING S.A.,2017,830802.0,1038692.0,-37854.0,-312960.0,-646541.0,704.0,1045674.0
241,ANIMA HOLDING S.A.,2018,852300.0,1104911.0,-34687.0,-356660.0,-707141.0,979.0,1102457.0
241,ANIMA HOLDING S.A.,2019,838892.0,1187281.0,-126292.0,-389945.0,-671584.0,79.0,1181499.0
241,ANIMA HOLDING S.A.,2020,953668.0,1402163.0,-154524.0,-618443.0,-685367.0,14.0,1421989.0
242,TECHNOS S.A.,2009,-138666.0,-204642.0,-171.0,-55610.0,-66939.0,-11610.0,175320.0
242,TECHNOS S.A.,2010,-174037.0,-254786.0,-3322.0,-83848.0,-79523.0,-19936.0,218294.0
242,TECHNOS S.A.,2011,-207009.0,-318084.0,7304.0,-67666.0,-95864.0,-24684.0,262030.0
242,TECHNOS S.A.,2012,-222024.0,-365628.0,16660.0,-123169.0,-124787.0,-29216.0,312715.0
242,TECHNOS S.A.,2013,-273054.0,-505906.0,-5546.0,-202284.0,-182922.0,-30089.0,433696.0
242,TECHNOS S.A.,2014,-275643.0,-490570.0,-9899.0,-164622.0,-183631.0,-30725.0,413433.0
242,TECHNOS S.A.,2015,-267981.0,-469011.0,-599.0,-175123.0,-190515.0,-34461.0,397293.0
242,TECHNOS S.A.,2016,-257444.0,-424654.0,-6690.0,-161035.0,-191293.0,-32224.0,360873.0
242,TECHNOS S.A.,2017,-200829.0,-384825.0,-1419.0,-157994.0,-185004.0,-36704.0,340077.0
242,TECHNOS S.A.,2018,-241588.0,-349006.0,4249.0,-149560.0,-159038.0,-28698.0,305696.0
242,TECHNOS S.A.,2019,-71864.0,-367056.0,-5183.0,-235888.0,-206982.0,-35147.0,316225.0
242,TECHNOS S.A.,2020,-146890.0,-266331.0,-24308.0,-122015.0,-132208.0,-23197.0,244607.0
243,AZUL S.A.,2016,3205635.0,7023638.0,-326620.0,-874483.0,-5451122.0,8000.0,6669891.0
243,AZUL S.A.,2017,4021298.0,8124777.0,-267177.0,-941094.0,-5983382.0,8927.0,7789497.0
243,AZUL S.A.,2018,4214158.0,9551811.0,76657.0,-1071795.0,-7556114.0,12597.0,9153357.0
243,AZUL S.A.,2019,1238754.0,11800889.0,-1340865.0,-1270892.0,-11366825.0,19852.0,11442317.0
243,AZUL S.A.,2020,-332617.0,5995079.0,-9678133.0,-1684516.0,-5458691.0,29051.0,5744126.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2009,1693161.0,1672894.0,253862.0,-569832.0,-170350.0,0.0,1672894.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2010,2173579.0,2102554.0,298024.0,-595266.0,-212797.0,0.0,2102554.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2011,2249755.0,2115983.0,280729.0,-597203.0,-211299.0,0.0,2115983.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2012,2375238.0,2289023.0,208851.0,-613810.0,0.0,0.0,2064750.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2013,2464541.0,2370229.0,181535.0,-625795.0,0.0,0.0,2131795.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2014,2434987.0,2246452.0,208157.0,-591910.0,0.0,0.0,2030433.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2015,3746713.0,2458847.0,508796.0,81792.0,0.0,0.0,2216634.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2016,3040303.0,2576426.0,151984.0,-1226195.0,0.0,0.0,2320781.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2017,3421227.0,4072109.0,93507.0,-2189394.0,0.0,0.0,3673596.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2018,4152639.0,5351875.0,-53682.0,-2439824.0,0.0,0.0,4831915.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2019,5309822.0,6576507.0,106905.0,-2675615.0,-668751.0,0.0,6576507.0
244,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2020,7850848.0,9463674.0,-86559.0,-2780166.0,-944820.0,0.0,9327395.0
245,ELETROMIDIA S.A.,2019,92813.0,335637.0,-12548.0,-87280.0,-164792.0,0.0,296264.0
245,ELETROMIDIA S.A.,2020,42373.0,308836.0,-30127.0,-152280.0,-179452.0,14.0,268303.0
246,INTER CONSTRUTORA E INCORPORADORA S.A.,2018,82008.0,215049.0,3.0,-16828.0,-124679.0,0.0,194003.0
246,INTER CONSTRUTORA E INCORPORADORA S.A.,2019,87430.0,302723.0,1365.0,-44906.0,-185444.0,0.0,281026.0
246,INTER CONSTRUTORA E INCORPORADORA S.A.,2020,20003.0,238923.0,-9908.0,-56879.0,-192562.0,0.0,223966.0
247,W2W E-COMMERCE DE VINHOS S.A.,2020,207885.0,456886.0,-6970.0,-159395.0,-181059.0,91022.0,341101.0
248,NEOGRID PARTICIPAÇÕES S.A.,2019,166905.0,228067.0,-15114.0,-116367.0,-61956.0,0.0,207099.0
248,NEOGRID PARTICIPAÇÕES S.A.,2020,164360.0,230659.0,-9548.0,-104823.0,-73638.0,0.0,212581.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2009,77432.0,230210.0,-55234.0,-19662.0,-149615.0,6204.0,212066.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2010,134667.0,326998.0,-44937.0,-28509.0,-217680.0,9620.0,309185.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2011,192897.0,417694.0,-83197.0,-45300.0,-231699.0,12766.0,390682.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2012,171229.0,475294.0,-80873.0,-54316.0,-315395.0,13161.0,444063.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2013,195013.0,573149.0,-67760.0,-51372.0,-402390.0,14672.0,540939.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2014,280544.0,661768.0,-85731.0,-56080.0,-456405.0,18449.0,629222.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2017,470931.0,1142025.0,-142936.0,-98045.0,-772778.0,31564.0,1094614.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2018,965554.0,3052412.0,-304384.0,-337763.0,-2032922.0,33630.0,2917195.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2019,1345546.0,4998227.0,-367234.0,-522717.0,-3477065.0,115592.0,4798607.0
249,CIA LOCAÇÃO DAS AMÉRICAS,2020,1542481.0,5772828.0,-278407.0,-613982.0,-4201182.0,136735.0,5591827.0
250,GRUPO DE MODA SOMA S.A.,2020,541466.0,1462538.0,-103240.0,-841894.0,-486637.0,238864.0,1243767.0
251,GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.,2020,1026855.0,2555067.0,6193.0,-831245.0,-999256.0,0.0,2320495.0
252,URBA DESENVOLVIMENTO URBANO S.A.,2019,37763.0,60843.0,615.0,-21390.0,-37027.0,9.0,58379.0
252,URBA DESENVOLVIMENTO URBANO S.A.,2020,51022.0,92918.0,2582.0,-22592.0,-54463.0,5912.0,88994.0
253,PETRO RIO S.A.,2009,-5671.0,15305.0,5494.0,-34715.0,-3178.0,0.0,21992.0
253,PETRO RIO S.A.,2010,-9790.0,15593.0,52497.0,-192657.0,-14418.0,0.0,15593.0
253,PETRO RIO S.A.,2011,-124010.0,9937.0,226078.0,-507405.0,-9429.0,0.0,9937.0
253,PETRO RIO S.A.,2012,-27720.0,1828446.0,126618.0,-407807.0,-3123.0,0.0,6746.0
253,PETRO RIO S.A.,2013,-2056326.0,4395.0,44066.0,-2607356.0,-2267.0,0.0,4395.0
253,PETRO RIO S.A.,2014,-947469.0,486839.0,15872.0,-1086636.0,-468078.0,0.0,486839.0
253,PETRO RIO S.A.,2015,143795.0,253071.0,20680.0,125600.0,-294457.0,0.0,253071.0
253,PETRO RIO S.A.,2016,275411.0,397871.0,-6133.0,269681.0,-408468.0,0.0,397871.0
253,PETRO RIO S.A.,2017,74717.0,533922.0,-13775.0,-56649.0,-435064.0,0.0,533922.0
253,PETRO RIO S.A.,2018,307869.0,848920.0,71077.0,-149811.0,-528809.0,0.0,848920.0
253,PETRO RIO S.A.,2019,957379.0,1644346.0,-337254.0,174289.0,-940379.0,0.0,1644346.0
253,PETRO RIO S.A.,2020,584284.0,1904185.0,-458669.0,325490.0,-1286926.0,0.0,1904185.0
254,BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.,2020,189256.0,239339.0,369.0,86428.0,-1176956.0,0.0,1223703.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2012,412349.0,663082.0,-118315.0,-462618.0,0.0,0.0,623361.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2013,505535.0,682066.0,-90891.0,-375643.0,0.0,0.0,641189.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2014,587777.0,751325.0,-98858.0,-390451.0,0.0,0.0,714535.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2015,720254.0,920847.0,-116898.0,-497428.0,0.0,0.0,881879.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2016,903907.0,1117830.0,-139767.0,-624564.0,0.0,0.0,1063929.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2017,1035864.0,1258670.0,-147953.0,-696173.0,0.0,0.0,1185145.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2018,1313959.0,1775680.0,-170146.0,-1020569.0,-127395.0,0.0,1692569.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2019,1041442.0,1794435.0,-214918.0,-1293353.0,-139601.0,0.0,1709456.0
255,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2020,-94265.0,585173.0,-135189.0,-1920612.0,-107462.0,0.0,624839.0
256,FLEX GESTÃO DE RELACIONAMENTOS S.A.,2016,431627.0,545522.0,-12715.0,-116085.0,-354728.0,0.0,494843.0
256,FLEX GESTÃO DE RELACIONAMENTOS S.A.,2017,447536.0,578126.0,-18973.0,-137517.0,-368671.0,0.0,527843.0
256,FLEX GESTÃO DE RELACIONAMENTOS S.A.,2018,464224.0,586830.0,-26236.0,-132370.0,-379386.0,0.0,532446.0
256,FLEX GESTÃO DE RELACIONAMENTOS S.A.,2019,438023.0,574467.0,-32137.0,-143795.0,-365832.0,0.0,513535.0
256,FLEX GESTÃO DE RELACIONAMENTOS S.A.,2020,422441.0,553561.0,-38891.0,-151103.0,-341158.0,0.0,497358.0
257,YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,2015,117684.0,352369.0,-6619.0,-38138.0,-241476.0,0.0,352369.0
257,YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,2019,96691.0,567185.0,-8758.0,-81802.0,-417438.0,0.0,552485.0
257,YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,2020,189779.0,635790.0,-3453.0,-84024.0,-398066.0,0.0,635790.0
258,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,2019,164240.0,388997.0,10890.0,-127648.0,-241687.0,2528.0,348153.0
258,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,2020,261958.0,447360.0,-55857.0,-43520.0,-245170.0,2392.0,391968.0
259,ENAUTA PARTICIPAÇÕES S.A.,2010,100637.0,199111.0,9781.0,-49157.0,-57158.0,20709.0,142242.0
259,ENAUTA PARTICIPAÇÕES S.A.,2011,328975.0,898777.0,84354.0,-123428.0,-128722.0,42109.0,289007.0
259,ENAUTA PARTICIPAÇÕES S.A.,2012,354079.0,691534.0,82477.0,-239484.0,-182801.0,55134.0,462306.0
259,ENAUTA PARTICIPAÇÕES S.A.,2013,436937.0,994197.0,62050.0,-150556.0,-209899.0,54539.0,486088.0
259,ENAUTA PARTICIPAÇÕES S.A.,2014,455956.0,851408.0,85787.0,-169008.0,-235388.0,57000.0,503232.0
259,ENAUTA PARTICIPAÇÕES S.A.,2015,299987.0,872562.0,272220.0,-439848.0,-252854.0,55825.0,496192.0
259,ENAUTA PARTICIPAÇÕES S.A.,2016,400222.0,750664.0,46549.0,-114416.0,-240732.0,53992.0,476454.0
259,ENAUTA PARTICIPAÇÕES S.A.,2017,677582.0,765786.0,92273.0,68334.0,-227714.0,56906.0,501726.0
259,ENAUTA PARTICIPAÇÕES S.A.,2018,836061.0,1005984.0,115464.0,81992.0,-458552.0,60973.0,797204.0
259,ENAUTA PARTICIPAÇÕES S.A.,2019,684318.0,1248709.0,31184.0,-144405.0,-757041.0,48233.0,1111670.0
259,ENAUTA PARTICIPAÇÕES S.A.,2020,706706.0,1213962.0,-177920.0,15352.0,-639914.0,37046.0,945446.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2010,22074.0,15450.0,5070.0,-4418.0,0.0,0.0,14253.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2011,185065.0,156854.0,53684.0,-68796.0,0.0,0.0,145376.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2012,239255.0,256740.0,46382.0,-123017.0,0.0,0.0,227977.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2013,257610.0,279054.0,46701.0,-158967.0,0.0,0.0,257848.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2014,162272.0,243970.0,37109.0,-229554.0,0.0,0.0,226392.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2015,31290.0,155931.0,48063.0,-334737.0,0.0,0.0,190763.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2016,17431.0,99049.0,17715.0,-233863.0,0.0,0.0,132121.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2017,16039.0,101125.0,3803.0,-172939.0,0.0,0.0,93734.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2018,-79857.0,87029.0,1941.0,-254371.0,0.0,0.0,87584.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2019,77935.0,103832.0,2838.0,-91391.0,0.0,0.0,91129.0
260,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2020,78317.0,118316.0,612.0,-107396.0,0.0,0.0,104060.0
261,BOA VISTA SERVIÇOS S.A.,2020,354081.0,710147.0,-12971.0,-208368.0,-346873.0,0.0,630299.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2010,106228.0,191556.0,-9446.0,-128435.0,-45187.0,0.0,178097.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2011,354394.0,726308.0,-11867.0,-484498.0,-180229.0,0.0,676058.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2012,451369.0,976238.0,-14468.0,-595058.0,-246437.0,0.0,920674.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2013,647040.0,1257348.0,-227745.0,-663663.0,-304510.0,0.0,1199534.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2014,790441.0,1681671.0,-133574.0,-706643.0,-380006.0,0.0,1493014.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2015,1045953.0,1861947.0,-21164.0,-852411.0,-455801.0,0.0,1730159.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2016,1129487.0,1991581.0,-33183.0,-968145.0,-502642.0,0.0,1964404.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2017,1207095.0,2130894.0,-25323.0,-969430.0,-497382.0,0.0,2075289.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2018,1159925.0,1977814.0,-28044.0,-907350.0,-368621.0,0.0,1932124.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2019,1114425.0,2109669.0,-36749.0,-1018953.0,-379484.0,0.0,2003010.0
262,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,2020,1147512.0,2134414.0,-56943.0,-1043805.0,-372916.0,0.0,2025951.0
263,MOURA DUBEUX ENGENHARIA S/A,2009,137591.0,355316.0,-12184.0,-31539.0,-237133.0,0.0,340015.0
263,MOURA DUBEUX ENGENHARIA S/A,2010,316998.0,631092.0,-28010.0,-37405.0,-365896.0,0.0,606754.0
263,MOURA DUBEUX ENGENHARIA S/A,2011,247601.0,724527.0,-15359.0,-73256.0,-493522.0,0.0,695062.0
263,MOURA DUBEUX ENGENHARIA S/A,2012,322136.0,895009.0,-27077.0,-66667.0,-684601.0,0.0,895009.0
263,MOURA DUBEUX ENGENHARIA S/A,2013,452165.0,824445.0,-20143.0,-76891.0,-591818.0,0.0,824445.0
263,MOURA DUBEUX ENGENHARIA S/A,2014,389183.0,851563.0,-39897.0,-95721.0,-605535.0,0.0,851563.0
263,MOURA DUBEUX ENGENHARIA S/A,2015,396990.0,774905.0,-57229.0,-66321.0,-560543.0,0.0,774905.0
263,MOURA DUBEUX ENGENHARIA S/A,2016,203254.0,602816.0,-94091.0,-92016.0,-523006.0,0.0,602816.0
263,MOURA DUBEUX ENGENHARIA S/A,2017,239235.0,609610.0,-131376.0,-84695.0,-436681.0,0.0,609610.0
263,MOURA DUBEUX ENGENHARIA S/A,2018,60608.0,359960.0,-139185.0,-125267.0,-289288.0,0.0,359960.0
263,MOURA DUBEUX ENGENHARIA S/A,2019,211899.0,407765.0,-179725.0,-71705.0,-245840.0,0.0,407765.0
263,MOURA DUBEUX ENGENHARIA S/A,2020,37578.0,513301.0,-21457.0,-211280.0,-374334.0,0.0,513301.0
264,3R PETROLEUM ÓLEO E GÁS S.A.,2019,3356.0,46080.0,-12850.0,-31650.0,-16031.0,0.0,32400.0
264,3R PETROLEUM ÓLEO E GÁS S.A.,2020,-51903.0,205034.0,-129278.0,-270371.0,-106235.0,1062.0,204254.0
265,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,2020,575059.0,2173217.0,-76734.0,-616061.0,-1399514.0,0.0,2035191.0
266,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2019,287408.0,1201591.0,25095.0,-362860.0,-790271.0,40657.0,1132211.0
266,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2020,231321.0,1068991.0,-24429.0,-318260.0,-679468.0,40359.0,1004375.0
267,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,2019,144665.0,577552.0,12119.0,-83064.0,-424025.0,0.0,562893.0
267,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,2020,128983.0,592116.0,15303.0,-75387.0,-451382.0,0.0,581449.0
268,CM HOSPITALAR S.A,2020,1162636.0,5186895.0,-7436.0,-441450.0,-3774950.0,366471.0,4413421.0
269,AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,2019,377371.0,905331.0,-31709.0,-12733.0,-686132.0,562.0,834259.0
269,AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,2020,643930.0,2404366.0,-85365.0,-40403.0,-1962843.0,1879.0,2208702.0
270,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2019,350696.0,554650.0,-40016.0,-24878.0,-374870.0,8120.0,484385.0
270,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2020,521974.0,800366.0,-54622.0,-29667.0,-542819.0,10374.0,701612.0
271,HIDROVIAS DO BRASIL S.A.,2011,-5356.0,0.0,3800.0,-14812.0,0.0,0.0,0.0
271,HIDROVIAS DO BRASIL S.A.,2012,-4157.0,4175.0,3363.0,-20638.0,-2435.0,0.0,4175.0
271,HIDROVIAS DO BRASIL S.A.,2013,-7996.0,3088.0,2156.0,-30310.0,-3897.0,0.0,3088.0
271,HIDROVIAS DO BRASIL S.A.,2014,29654.0,75429.0,12145.0,-38095.0,-64042.0,0.0,75429.0
271,HIDROVIAS DO BRASIL S.A.,2015,82986.0,1028783.0,-22068.0,-62792.0,-162076.0,0.0,196223.0
271,HIDROVIAS DO BRASIL S.A.,2016,148769.0,796168.0,-157140.0,-83481.0,-238843.0,0.0,392599.0
271,HIDROVIAS DO BRASIL S.A.,2017,490740.0,1048336.0,-215010.0,-89409.0,-451931.0,0.0,790572.0
271,HIDROVIAS DO BRASIL S.A.,2018,817509.0,1489575.0,-387047.0,-53796.0,-634551.0,0.0,1258130.0
271,HIDROVIAS DO BRASIL S.A.,2019,499349.0,1167540.0,-170207.0,-47492.0,-625770.0,0.0,937945.0
271,HIDROVIAS DO BRASIL S.A.,2020,543617.0,1851685.0,-251026.0,-169836.0,-1089606.0,19614.0,1462103.0
272,GRUPO SBF S.A.,2018,1239627.0,2844843.0,-91730.0,-935986.0,-1159124.0,260356.0,2275057.0
272,GRUPO SBF S.A.,2019,1827748.0,3193065.0,-61377.0,-789921.0,-1286810.0,319632.0,2545422.0
272,GRUPO SBF S.A.,2020,1065788.0,3075039.0,-129178.0,-1122876.0,-1356766.0,444110.0,2406863.0
273,KORA SAÚDE PARTICIPAÇÕES S.A.,2020,309112.0,648674.0,-46812.0,-77590.0,-455563.0,0.0,612287.0
274,MLOG S.A.,2011,9332.0,0.0,13243.0,-13307.0,0.0,0.0,0.0
274,MLOG S.A.,2012,664.0,0.0,18884.0,-53507.0,0.0,0.0,0.0
274,MLOG S.A.,2013,28704.0,0.0,47093.0,-60913.0,0.0,0.0,0.0
274,MLOG S.A.,2014,-721164.0,0.0,51696.0,-802102.0,0.0,0.0,0.0
274,MLOG S.A.,2015,-152537.0,0.0,41608.0,-227053.0,0.0,0.0,0.0
